date,player_team,player,team,goals,rank
2024-12-09,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,5.0,25.0
2024-12-09,jhonduran_astonvilla,Jhon Duran,Aston Villa,5.0,26.0
2024-12-09,jarrodbowen_westham,Jarrod Bowen,West Ham,4.0,27.0
2024-12-09,sonheungmin_tottenham,Son Heung-min,Tottenham,4.0,28.0
2024-12-09,joaopedro_brighton,Joao Pedro,Brighton,4.0,29.0
2024-12-09,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,4.0,30.0
2024-12-09,morganrogers_astonvilla,Morgan Rogers,Aston Villa,4.0,31.0
2024-12-09,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,4.0,32.0
2024-12-09,jeanphilippemateta_crystalpalace,Jean-Philippe Mateta,Crystal Palace,4.0,33.0
2024-12-09,marcusrashford_manchesterutd,Marcus Rashford,Manchester Utd,4.0,35.0
2024-12-09,evanilson_bournemouth,Evanilson,Bournemouth,4.0,36.0
2024-12-09,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,3.0,38.0
2024-12-09,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,3.0,39.0
2024-12-09,dwightmcneil_everton,Dwight McNeil,Everton,3.0,40.0
2024-12-09,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,3.0,42.0
2024-12-09,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,3.0,43.0
2024-12-09,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,3.0,44.0
2024-12-09,kaorumitoma_brighton,Kaoru Mitoma,Brighton,3.0,45.0
2024-12-09,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,3.0,46.0
2024-12-09,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,3.0,47.0
2024-12-09,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,3.0,48.0
2024-12-09,leandrotrossard_arsenal,Leandro Trossard,Arsenal,3.0,49.0
2024-12-09,gabrielmagalhaes_arsenal,Gabriel Magalhaes,Arsenal,3.0,50.0
2024-12-09,mateokovacic_manchestercity,Mateo Kovacic,Manchester City,3.0,54.0
2024-12-09,diogojota_liverpool,Diogo Jota,Liverpool,2.0,59.0
2024-12-09,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,2.0,62.0
2024-12-09,pedroporro_tottenham,Pedro Porro,Tottenham,2.0,63.0
2024-12-09,adamarmstrong_southampton,Adam Armstrong,Southampton,2.0,64.0
2024-12-09,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,2.0,65.0
2024-12-09,carlosbaleba_brighton,Carlos Baleba,Brighton,2.0,66.0
2024-12-09,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,2.0,72.0
2024-12-09,jamesjustin_leicestercity,James Justin,Leicester City,2.0,73.0
2024-12-09,morgangibbswhite_notthamforest,Morgan Gibbs-White,Nott'ham Forest,2.0,77.0
2024-12-09,yankubaminteh_brighton,Yankuba Minteh,Brighton,2.0,81.0
2024-12-09,aaronwanbissaka_westham,Aaron Wan-Bissaka,West Ham,2.0,82.0
2024-12-09,amadouonana_astonvilla,Amadou Onana,Aston Villa,2.0,83.0
2024-12-09,cameronarcher_southampton,Cameron Archer,Southampton,2.0,84.0
2024-12-09,joelinton_newcastleutd,Joelinton,Newcastle Utd,2.0,89.0
2024-12-09,lucaspaqueta_westham,Lucas Paqueta,West Ham,2.0,91.0
2024-12-09,stephymavididi_leicestercity,Stephy Mavididi,Leicester City,2.0,94.0
2024-12-09,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,1.0,97.0
2024-12-09,bernardosilva_manchestercity,Bernardo Silva,Manchester City,1.0,98.0
2024-12-09,adamatraore_fulham,Adama Traore,Fulham,1.0,100.0
2024-12-09,ashleyyoung_everton,Ashley Young,Everton,1.0,101.0
2024-12-09,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,1.0,116.0
2024-12-09,joaofelix_chelsea,Joao Felix,Chelsea,1.0,127.0
2024-12-09,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,1.0,129.0
2024-12-09,simonadingra_brighton,Simon Adingra,Brighton,1.0,138.0
2024-12-09,andreaspereira_fulham,Andreas Pereira,Fulham,1.0,141.0
2024-12-09,axeldisasi_chelsea,Axel Disasi,Chelsea,1.0,142.0
2024-12-09,beto_everton,Beto,Everton,1.0,143.0
2024-12-09,bobbyreid_leicestercity,Bobby Reid,Leicester City,1.0,144.0
2024-12-09,casemiro_manchesterutd,Casemiro,Manchester Utd,1.0,145.0
2024-12-09,cristianromero_tottenham,Cristian Romero,Tottenham,1.0,146.0
2024-12-09,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,0.0,178.0
2024-12-09,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,0.0,180.0
2024-12-09,matswieffer_brighton,Mats Wieffer,Brighton,0.0,185.0
2024-12-09,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,0.0,187.0
2024-12-14,mohamedsalah_liverpool,Mohamed Salah,Liverpool,13.0,1.0
2024-12-14,erlinghaaland_manchestercity,Erling Haaland,Manchester City,13.0,2.0
2024-12-14,colepalmer_chelsea,Cole Palmer,Chelsea,11.0,3.0
2024-12-14,chriswood_notthamforest,Chris Wood,Nott'ham Forest,10.0,4.0
2024-12-14,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,9.0,5.0
2024-12-14,yoanewissa_brentford,Yoane Wissa,Brentford,9.0,6.0
2024-12-14,matheuscunha_wolves,Matheus Cunha,Wolves,8.0,7.0
2024-12-14,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,8.0,8.0
2024-12-14,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,7.0,9.0
2024-12-14,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,7.0,10.0
2024-12-14,jamievardy_leicestercity,Jamie Vardy,Leicester City,6.0,11.0
2024-12-14,dannywelbeck_brighton,Danny Welbeck,Brighton,6.0,12.0
2024-12-14,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,6.0,13.0
2024-12-14,brennanjohnson_tottenham,Brennan Johnson,Tottenham,6.0,14.0
2024-12-14,liamdelap_ipswichtown,Liam Delap,Ipswich Town,6.0,15.0
2024-12-14,jhonduran_astonvilla,Jhon Duran,Aston Villa,6.0,16.0
2024-12-14,bukayosaka_arsenal,Bukayo Saka,Arsenal,5.0,17.0
2024-12-14,jamesmaddison_tottenham,James Maddison,Tottenham,5.0,18.0
2024-12-14,alexiwobi_fulham,Alex Iwobi,Fulham,5.0,19.0
2024-12-14,dominicsolanke_tottenham,Dominic Solanke,Tottenham,5.0,20.0
2024-12-14,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,5.0,21.0
2024-12-14,kaihavertz_arsenal,Kai Havertz,Arsenal,5.0,22.0
2024-12-14,luisdiaz_liverpool,Luis Diaz,Liverpool,5.0,23.0
2024-12-14,nonimadueke_chelsea,Noni Madueke,Chelsea,5.0,24.0
2024-12-14,rauljimenez_fulham,Raul Jimenez,Fulham,5.0,25.0
2024-12-14,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,5.0,26.0
2024-12-14,jarrodbowen_westham,Jarrod Bowen,West Ham,4.0,27.0
2024-12-14,sonheungmin_tottenham,Son Heung-min,Tottenham,4.0,28.0
2024-12-14,joaopedro_brighton,Joao Pedro,Brighton,4.0,29.0
2024-12-14,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,4.0,30.0
2024-12-14,morganrogers_astonvilla,Morgan Rogers,Aston Villa,4.0,31.0
2024-12-14,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,4.0,32.0
2024-12-14,jeanphilippemateta_crystalpalace,Jean-Philippe Mateta,Crystal Palace,4.0,33.0
2024-12-14,marcusrashford_manchesterutd,Marcus Rashford,Manchester Utd,4.0,35.0
2024-12-14,evanilson_bournemouth,Evanilson,Bournemouth,4.0,36.0
2024-12-14,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,3.0,38.0
2024-12-14,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,3.0,39.0
2024-12-14,dwightmcneil_everton,Dwight McNeil,Everton,3.0,40.0
2024-12-14,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,3.0,42.0
2024-12-14,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,3.0,43.0
2024-12-14,diogojota_liverpool,Diogo Jota,Liverpool,3.0,44.0
2024-12-14,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,3.0,45.0
2024-12-14,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,3.0,46.0
2024-12-14,kaorumitoma_brighton,Kaoru Mitoma,Brighton,3.0,47.0
2024-12-14,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,3.0,48.0
2024-12-14,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,3.0,50.0
2024-12-14,leandrotrossard_arsenal,Leandro Trossard,Arsenal,3.0,51.0
2024-12-14,gabrielmagalhaes_arsenal,Gabriel Magalhaes,Arsenal,3.0,52.0
2024-12-14,mateokovacic_manchestercity,Mateo Kovacic,Manchester City,3.0,56.0
2024-12-14,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,2.0,65.0
2024-12-14,morgangibbswhite_notthamforest,Morgan Gibbs-White,Nott'ham Forest,2.0,66.0
2024-12-14,pedroporro_tottenham,Pedro Porro,Tottenham,2.0,67.0
2024-12-14,adamarmstrong_southampton,Adam Armstrong,Southampton,2.0,68.0
2024-12-14,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,2.0,69.0
2024-12-14,carlosbaleba_brighton,Carlos Baleba,Brighton,2.0,70.0
2024-12-14,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,2.0,74.0
2024-12-14,jamesjustin_leicestercity,James Justin,Leicester City,2.0,75.0
2024-12-14,yankubaminteh_brighton,Yankuba Minteh,Brighton,2.0,84.0
2024-12-14,aaronwanbissaka_westham,Aaron Wan-Bissaka,West Ham,2.0,85.0
2024-12-14,amadouonana_astonvilla,Amadou Onana,Aston Villa,2.0,86.0
2024-12-14,andreaspereira_fulham,Andreas Pereira,Fulham,2.0,87.0
2024-12-14,cameronarcher_southampton,Cameron Archer,Southampton,2.0,88.0
2024-12-14,joelinton_newcastleutd,Joelinton,Newcastle Utd,2.0,93.0
2024-12-14,lucaspaqueta_westham,Lucas Paqueta,West Ham,2.0,95.0
2024-12-14,stephymavididi_leicestercity,Stephy Mavididi,Leicester City,2.0,98.0
2024-12-14,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,1.0,101.0
2024-12-14,bernardosilva_manchestercity,Bernardo Silva,Manchester City,1.0,102.0
2024-12-14,adamatraore_fulham,Adama Traore,Fulham,1.0,104.0
2024-12-14,ashleyyoung_everton,Ashley Young,Everton,1.0,105.0
2024-12-14,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,1.0,106.0
2024-12-14,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,1.0,111.0
2024-12-14,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,1.0,122.0
2024-12-14,joaofelix_chelsea,Joao Felix,Chelsea,1.0,133.0
2024-12-14,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,1.0,135.0
2024-12-14,simonadingra_brighton,Simon Adingra,Brighton,1.0,142.0
2024-12-14,axeldisasi_chelsea,Axel Disasi,Chelsea,1.0,145.0
2024-12-14,beto_everton,Beto,Everton,1.0,146.0
2024-12-14,bobbyreid_leicestercity,Bobby Reid,Leicester City,1.0,147.0
2024-12-14,casemiro_manchesterutd,Casemiro,Manchester Utd,1.0,148.0
2024-12-14,cristianromero_tottenham,Cristian Romero,Tottenham,1.0,149.0
2024-12-14,matswieffer_brighton,Mats Wieffer,Brighton,0.0,186.0
2024-12-14,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,0.0,188.0
2024-12-15,mohamedsalah_liverpool,Mohamed Salah,Liverpool,13.0,1.0
2024-12-15,erlinghaaland_manchestercity,Erling Haaland,Manchester City,13.0,2.0
2024-12-15,colepalmer_chelsea,Cole Palmer,Chelsea,11.0,3.0
2024-12-15,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,10.0,4.0
2024-12-15,chriswood_notthamforest,Chris Wood,Nott'ham Forest,10.0,5.0
2024-12-15,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,9.0,6.0
2024-12-15,yoanewissa_brentford,Yoane Wissa,Brentford,9.0,7.0
2024-12-15,matheuscunha_wolves,Matheus Cunha,Wolves,8.0,8.0
2024-12-15,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,7.0,9.0
2024-12-15,jamesmaddison_tottenham,James Maddison,Tottenham,7.0,10.0
2024-12-15,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,7.0,11.0
2024-12-15,jamievardy_leicestercity,Jamie Vardy,Leicester City,6.0,12.0
2024-12-15,dannywelbeck_brighton,Danny Welbeck,Brighton,6.0,13.0
2024-12-15,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,6.0,14.0
2024-12-15,brennanjohnson_tottenham,Brennan Johnson,Tottenham,6.0,15.0
2024-12-15,liamdelap_ipswichtown,Liam Delap,Ipswich Town,6.0,16.0
2024-12-15,jhonduran_astonvilla,Jhon Duran,Aston Villa,6.0,17.0
2024-12-15,bukayosaka_arsenal,Bukayo Saka,Arsenal,5.0,18.0
2024-12-15,sonheungmin_tottenham,Son Heung-min,Tottenham,5.0,19.0
2024-12-15,alexiwobi_fulham,Alex Iwobi,Fulham,5.0,20.0
2024-12-15,nonimadueke_chelsea,Noni Madueke,Chelsea,5.0,21.0
2024-12-15,dominicsolanke_tottenham,Dominic Solanke,Tottenham,5.0,22.0
2024-12-15,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,5.0,23.0
2024-12-15,kaihavertz_arsenal,Kai Havertz,Arsenal,5.0,24.0
2024-12-15,luisdiaz_liverpool,Luis Diaz,Liverpool,5.0,25.0
2024-12-15,rauljimenez_fulham,Raul Jimenez,Fulham,5.0,26.0
2024-12-15,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,5.0,27.0
2024-12-15,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,4.0,28.0
2024-12-15,jarrodbowen_westham,Jarrod Bowen,West Ham,4.0,29.0
2024-12-15,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,4.0,30.0
2024-12-15,joaopedro_brighton,Joao Pedro,Brighton,4.0,31.0
2024-12-15,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,4.0,32.0
2024-12-15,morganrogers_astonvilla,Morgan Rogers,Aston Villa,4.0,34.0
2024-12-15,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,4.0,35.0
2024-12-15,jeanphilippemateta_crystalpalace,Jean-Philippe Mateta,Crystal Palace,4.0,36.0
2024-12-15,marcusrashford_manchesterutd,Marcus Rashford,Manchester Utd,4.0,37.0
2024-12-15,evanilson_bournemouth,Evanilson,Bournemouth,4.0,38.0
2024-12-15,dwightmcneil_everton,Dwight McNeil,Everton,3.0,42.0
2024-12-15,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,3.0,43.0
2024-12-15,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,3.0,44.0
2024-12-15,diogojota_liverpool,Diogo Jota,Liverpool,3.0,45.0
2024-12-15,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,3.0,46.0
2024-12-15,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,3.0,47.0
2024-12-15,kaorumitoma_brighton,Kaoru Mitoma,Brighton,3.0,49.0
2024-12-15,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,3.0,50.0
2024-12-15,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,3.0,52.0
2024-12-15,leandrotrossard_arsenal,Leandro Trossard,Arsenal,3.0,53.0
2024-12-15,gabrielmagalhaes_arsenal,Gabriel Magalhaes,Arsenal,3.0,54.0
2024-12-15,mateokovacic_manchestercity,Mateo Kovacic,Manchester City,3.0,57.0
2024-12-15,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,2.0,59.0
2024-12-15,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,2.0,67.0
2024-12-15,morgangibbswhite_notthamforest,Morgan Gibbs-White,Nott'ham Forest,2.0,68.0
2024-12-15,pedroporro_tottenham,Pedro Porro,Tottenham,2.0,69.0
2024-12-15,adamarmstrong_southampton,Adam Armstrong,Southampton,2.0,70.0
2024-12-15,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,2.0,71.0
2024-12-15,carlosbaleba_brighton,Carlos Baleba,Brighton,2.0,72.0
2024-12-15,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,2.0,76.0
2024-12-15,jamesjustin_leicestercity,James Justin,Leicester City,2.0,77.0
2024-12-15,yankubaminteh_brighton,Yankuba Minteh,Brighton,2.0,86.0
2024-12-15,aaronwanbissaka_westham,Aaron Wan-Bissaka,West Ham,2.0,87.0
2024-12-15,amadouonana_astonvilla,Amadou Onana,Aston Villa,2.0,88.0
2024-12-15,andreaspereira_fulham,Andreas Pereira,Fulham,2.0,89.0
2024-12-15,cameronarcher_southampton,Cameron Archer,Southampton,2.0,90.0
2024-12-15,joelinton_newcastleutd,Joelinton,Newcastle Utd,2.0,95.0
2024-12-15,lucaspaqueta_westham,Lucas Paqueta,West Ham,2.0,97.0
2024-12-15,stephymavididi_leicestercity,Stephy Mavididi,Leicester City,2.0,100.0
2024-12-15,bernardosilva_manchestercity,Bernardo Silva,Manchester City,1.0,104.0
2024-12-15,adamatraore_fulham,Adama Traore,Fulham,1.0,106.0
2024-12-15,ashleyyoung_everton,Ashley Young,Everton,1.0,107.0
2024-12-15,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,1.0,108.0
2024-12-15,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,1.0,113.0
2024-12-15,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,1.0,125.0
2024-12-15,joaofelix_chelsea,Joao Felix,Chelsea,1.0,135.0
2024-12-15,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,1.0,137.0
2024-12-15,simonadingra_brighton,Simon Adingra,Brighton,1.0,145.0
2024-12-15,axeldisasi_chelsea,Axel Disasi,Chelsea,1.0,148.0
2024-12-15,beto_everton,Beto,Everton,1.0,149.0
2024-12-15,bobbyreid_leicestercity,Bobby Reid,Leicester City,1.0,150.0
2024-12-15,casemiro_manchesterutd,Casemiro,Manchester Utd,1.0,151.0
2024-12-15,cristianromero_tottenham,Cristian Romero,Tottenham,1.0,152.0
2024-12-15,matswieffer_brighton,Mats Wieffer,Brighton,0.0,186.0
2024-12-15,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,0.0,188.0
2024-12-16,mohamedsalah_liverpool,Mohamed Salah,Liverpool,13.0,1.0
2024-12-16,erlinghaaland_manchestercity,Erling Haaland,Manchester City,13.0,2.0
2024-12-16,colepalmer_chelsea,Cole Palmer,Chelsea,11.0,3.0
2024-12-16,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,10.0,4.0
2024-12-16,chriswood_notthamforest,Chris Wood,Nott'ham Forest,10.0,5.0
2024-12-16,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,9.0,6.0
2024-12-16,yoanewissa_brentford,Yoane Wissa,Brentford,9.0,7.0
2024-12-16,matheuscunha_wolves,Matheus Cunha,Wolves,8.0,8.0
2024-12-16,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,7.0,9.0
2024-12-16,jamesmaddison_tottenham,James Maddison,Tottenham,7.0,10.0
2024-12-16,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,7.0,11.0
2024-12-16,jamievardy_leicestercity,Jamie Vardy,Leicester City,6.0,12.0
2024-12-16,dannywelbeck_brighton,Danny Welbeck,Brighton,6.0,13.0
2024-12-16,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,6.0,14.0
2024-12-16,brennanjohnson_tottenham,Brennan Johnson,Tottenham,6.0,15.0
2024-12-16,liamdelap_ipswichtown,Liam Delap,Ipswich Town,6.0,16.0
2024-12-16,jhonduran_astonvilla,Jhon Duran,Aston Villa,6.0,17.0
2024-12-16,bukayosaka_arsenal,Bukayo Saka,Arsenal,5.0,18.0
2024-12-16,sonheungmin_tottenham,Son Heung-min,Tottenham,5.0,19.0
2024-12-16,alexiwobi_fulham,Alex Iwobi,Fulham,5.0,20.0
2024-12-16,nonimadueke_chelsea,Noni Madueke,Chelsea,5.0,21.0
2024-12-16,dominicsolanke_tottenham,Dominic Solanke,Tottenham,5.0,22.0
2024-12-16,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,5.0,23.0
2024-12-16,kaihavertz_arsenal,Kai Havertz,Arsenal,5.0,24.0
2024-12-16,luisdiaz_liverpool,Luis Diaz,Liverpool,5.0,25.0
2024-12-16,rauljimenez_fulham,Raul Jimenez,Fulham,5.0,26.0
2024-12-16,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,5.0,27.0
2024-12-16,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,4.0,28.0
2024-12-16,jarrodbowen_westham,Jarrod Bowen,West Ham,4.0,29.0
2024-12-16,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,4.0,30.0
2024-12-16,joaopedro_brighton,Joao Pedro,Brighton,4.0,31.0
2024-12-16,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,4.0,32.0
2024-12-16,morganrogers_astonvilla,Morgan Rogers,Aston Villa,4.0,34.0
2024-12-16,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,4.0,35.0
2024-12-16,jeanphilippemateta_crystalpalace,Jean-Philippe Mateta,Crystal Palace,4.0,36.0
2024-12-16,marcusrashford_manchesterutd,Marcus Rashford,Manchester Utd,4.0,37.0
2024-12-16,evanilson_bournemouth,Evanilson,Bournemouth,4.0,38.0
2024-12-16,dwightmcneil_everton,Dwight McNeil,Everton,3.0,42.0
2024-12-16,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,3.0,43.0
2024-12-16,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,3.0,44.0
2024-12-16,diogojota_liverpool,Diogo Jota,Liverpool,3.0,45.0
2024-12-16,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,3.0,46.0
2024-12-16,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,3.0,47.0
2024-12-16,kaorumitoma_brighton,Kaoru Mitoma,Brighton,3.0,49.0
2024-12-16,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,3.0,50.0
2024-12-16,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,3.0,52.0
2024-12-16,leandrotrossard_arsenal,Leandro Trossard,Arsenal,3.0,53.0
2024-12-16,gabrielmagalhaes_arsenal,Gabriel Magalhaes,Arsenal,3.0,54.0
2024-12-16,lucaspaqueta_westham,Lucas Paqueta,West Ham,3.0,57.0
2024-12-16,mateokovacic_manchestercity,Mateo Kovacic,Manchester City,3.0,58.0
2024-12-16,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,2.0,60.0
2024-12-16,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,2.0,68.0
2024-12-16,morgangibbswhite_notthamforest,Morgan Gibbs-White,Nott'ham Forest,2.0,69.0
2024-12-16,pedroporro_tottenham,Pedro Porro,Tottenham,2.0,70.0
2024-12-16,adamarmstrong_southampton,Adam Armstrong,Southampton,2.0,71.0
2024-12-16,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,2.0,72.0
2024-12-16,carlosbaleba_brighton,Carlos Baleba,Brighton,2.0,73.0
2024-12-16,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,2.0,77.0
2024-12-16,jamesjustin_leicestercity,James Justin,Leicester City,2.0,79.0
2024-12-16,yankubaminteh_brighton,Yankuba Minteh,Brighton,2.0,88.0
2024-12-16,aaronwanbissaka_westham,Aaron Wan-Bissaka,West Ham,2.0,89.0
2024-12-16,amadouonana_astonvilla,Amadou Onana,Aston Villa,2.0,90.0
2024-12-16,andreaspereira_fulham,Andreas Pereira,Fulham,2.0,91.0
2024-12-16,cameronarcher_southampton,Cameron Archer,Southampton,2.0,92.0
2024-12-16,joelinton_newcastleutd,Joelinton,Newcastle Utd,2.0,97.0
2024-12-16,stephymavididi_leicestercity,Stephy Mavididi,Leicester City,2.0,101.0
2024-12-16,bernardosilva_manchestercity,Bernardo Silva,Manchester City,1.0,105.0
2024-12-16,adamatraore_fulham,Adama Traore,Fulham,1.0,107.0
2024-12-16,ashleyyoung_everton,Ashley Young,Everton,1.0,108.0
2024-12-16,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,1.0,109.0
2024-12-16,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,1.0,114.0
2024-12-16,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,1.0,126.0
2024-12-16,joaofelix_chelsea,Joao Felix,Chelsea,1.0,135.0
2024-12-16,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,1.0,137.0
2024-12-16,simonadingra_brighton,Simon Adingra,Brighton,1.0,145.0
2024-12-16,axeldisasi_chelsea,Axel Disasi,Chelsea,1.0,148.0
2024-12-16,beto_everton,Beto,Everton,1.0,149.0
2024-12-16,bobbyreid_leicestercity,Bobby Reid,Leicester City,1.0,150.0
2024-12-16,casemiro_manchesterutd,Casemiro,Manchester Utd,1.0,151.0
2024-12-16,cristianromero_tottenham,Cristian Romero,Tottenham,1.0,152.0
2024-12-16,matswieffer_brighton,Mats Wieffer,Brighton,0.0,186.0
2024-12-16,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,0.0,188.0
2024-12-21,mohamedsalah_liverpool,Mohamed Salah,Liverpool,13.0,1.0
2024-12-21,erlinghaaland_manchestercity,Erling Haaland,Manchester City,13.0,2.0
2024-12-21,colepalmer_chelsea,Cole Palmer,Chelsea,11.0,3.0
2024-12-21,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,10.0,4.0
2024-12-21,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,10.0,5.0
2024-12-21,chriswood_notthamforest,Chris Wood,Nott'ham Forest,10.0,6.0
2024-12-21,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,9.0,7.0
2024-12-21,yoanewissa_brentford,Yoane Wissa,Brentford,9.0,8.0
2024-12-21,matheuscunha_wolves,Matheus Cunha,Wolves,8.0,9.0
2024-12-21,jamesmaddison_tottenham,James Maddison,Tottenham,7.0,10.0
2024-12-21,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,7.0,11.0
2024-12-21,jhonduran_astonvilla,Jhon Duran,Aston Villa,7.0,12.0
2024-12-21,jamievardy_leicestercity,Jamie Vardy,Leicester City,6.0,13.0
2024-12-21,dannywelbeck_brighton,Danny Welbeck,Brighton,6.0,14.0
2024-12-21,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,6.0,15.0
2024-12-21,kaihavertz_arsenal,Kai Havertz,Arsenal,6.0,16.0
2024-12-21,brennanjohnson_tottenham,Brennan Johnson,Tottenham,6.0,17.0
2024-12-21,liamdelap_ipswichtown,Liam Delap,Ipswich Town,6.0,18.0
2024-12-21,bukayosaka_arsenal,Bukayo Saka,Arsenal,5.0,19.0
